# name                         ra_j2000_formula dec_j2000_formula gucds_shortname ref_discovery                    multiplesystem_unresolved_in_this_table multiplesystem_resolved_in_this_table     youth_evidence      age_category                 designation_2mass        ra_epoch_2mass dec_epoch_2mass epoch_2mass J_2MASS Jerr_2MASS ref_J_2MASS H_2MASS Herr_2MASS ref_H_2MASS Ks_2MASS Kserr_2MASS ref_Ks_2MASS  Cflg_2MASS designation_MKO             Y_MKO   Yerr_MKO ref_Y_MKO      J_MKO   Jerr_MKO ref_J_MKO     H_MKO   Herr_MKO ref_H_MKO      K_MKO  Kerr_MKO ref_K_MKO     designation_WISE           ra_j2000_WISE dec_j2000_WISE W1     W1err W2     W2err W3     W3err W4     W4err ch1    ch1err ch2    ch2err ref_Spitzer    spt_opt       ref_spt_opt spt_ir             ref_spt_ir     spt_opt_flt spt_ir_flt spt_adop_flt plx_formula plxerr_formula ref_plx_formula banyan_sigma_max_hypo_young banyan_sigma_max_prob_young
  "CWISEP J085938.95+534908.7" 134.9131         53.82             ""              Meis20a                          N                                       N                                         YMG?                ABDMG?                       ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          ""      ""       ""             19.7    ""       Meis20a       ""      ""       ""             ""     ""       ""            "CWISE J085938.91+534908.4" 134.9131041   53.8200149     19.757 ""    16.009 0.061 12.705 ""    9.185  ""    18.51  0.17   16.0   0.02   Meis20a        ""            ""          Y0                 Meis20a        ""          100.0      100.0        47.0        12.0           Kirk21          ABDMG                       0.824                      
  "2MASS J08594029+1145325"    134.9179         11.759            J0859+1145      Reid08b                          N                                       N                                         YMG?                CARN?                        "2MASS J08594029+1145325" 134.917906     11.759041       2000-02-12  12.743  0.025      Cutr03      12.03   0.031      Cutr03      11.494   0.019       Cutr03        000        ""                          13.653  0.056    Best21         12.714  0.025    Best21        12.09   0.031    Best21         11.472 0.019    Best21        "CWISE J085940.01+114531.2" 134.9179573   11.7589968     11.228 0.013 10.996 0.008 10.548 0.092 8.539  ""    ""     ""     ""     ""     ""             M8            Reid08b     ""                 ""             78.0        ""         78.0         53.82       0.12           Gaia23          CARN                        0.834                      
  "SDSS J085959.78+292205.3"   134.9991         29.3682           J0859+2922      West08                           N                                       N                                         N                   Field                        "2MASS J08595976+2922053" 134.999038     29.368164       1998-11-21  15.796  0.066      Cutr03      14.953  0.084      Cutr03      14.616   0.084       Cutr03        000        "ULAS J085959.78+292204.6"  16.866  0.009    Lawr12         15.778  0.005    WFAU19        15.101  0.008    Lawr12         14.527 0.008    Lawr12        "CWISE J085959.79+292203.8" 134.9991385   29.3681924     14.31  0.015 14.102 0.016 11.89  ""    9.162  ""    ""     ""     ""     ""     ""             L0            West08      ""                 ""             80.0        ""         80.0         16.7        1.7            Gaia23          TWA                         0.0                        
  "PSO J135.0395+32.0845"      135.0399         32.0846           J0900+3205      Best15                           N                                       N                                         N                   FLD-G                        "2MASS J09000957+3205045" 135.0399       32.084587       1998-03-22  15.835  0.066      Cutr03      15.098  0.085      Cutr03      14.501   0.085       Cutr03        c00        ""                          16.865  0.053    Best21         15.761  0.016    Best15        15.035  0.014    Best15         14.412 0.026    Best15        "WISEA J090009.50+320504.2" 135.0395964   32.0845186     13.829 0.025 13.359 0.031 11.777 ""    8.345  ""    ""     ""     ""     ""     ""             ""            ""          "L1.5 FLD-G"       Best15         ""          81.5       81.5         14.4        1.2            Gaia23          ARG                         0.0                        
  "LP 368-128"                 135.0981         21.8347           J0900+2149      Scho01                           N                                       N                                         N                   Field                        "2MASS J09002359+2150054" 135.098309     21.834843       1998-11-06  9.436   0.02       Cutr03      8.836   0.021      Cutr03      8.437    0.021       Cutr03        000        ""                          10.129  0.054    Best21         9.411   0.02     Best21        8.886   0.021    Best21         8.414  0.021    Best21        "CWISE J090023.10+214957.8" 135.0988416   21.8355604     9.418  0.015 9.234  0.012 7.795  0.02  7.931  0.226 ""     ""     ""     ""     ""             M6            Henr06      M7.3               Bard14         76.0        77.3       76.0         157.27      0.05           Gaia23          BPMG                        0.17                       
  "SDSS J090023.68+253934.3"   135.0987         25.6596           J0900+2539      Schm10b                          N                                       N                                         N                   Field                        "2MASS J09002367+2539345" 135.098639     25.659599       2000-03-19  16.427  0.115      Cutr03      15.413  0.08       Cutr03      14.658   0.08        Cutr03        000        ""                          17.4    0.052    Schn23b;UCS_24 16.24   0.013    Schn23b       15.642  0.051    Schn23b;UCS_24 14.896 0.009    Schn23b       "CWISE J090023.73+253934.1" 135.0986655   25.6595574     14.252 0.015 14.009 0.016 12.185 0.413 8.957  ""    ""     ""     ""     ""     ""             L6            Zhan09      L6.7               Bard14         86.0        86.7       86.0         ""          ""             ""              USCO                        0.0                        
  "SDSS J090031.75+190714.5"   135.1322         19.1207           ""              Kima19                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          ""      ""       ""             17.398  0.035    Schn23b       ""      ""       ""             16.387 0.062    Schn23b       "CWISE J090031.76+190714.6" 135.1322937   19.1207085     16.033 0.029 15.887 0.065 12.156 ""    8.846  ""    ""     ""     ""     ""     ""             L0            Kima19      ""                 ""             80.0        ""         80.0         ""          ""             ""              ARG                         0.0                        
  "SDSS J090040.61+422721.5"   135.1692         42.456            J0900+4226      Schm10b                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          ""      ""       ""             16.554  0.017    Schn23b       ""      ""       ""             15.437 0.015    Schn23b       "CWISE J090040.59+422720.5" 135.1690932   42.455993      15.227 0.018 15.083 0.03  12.516 ""    9.019  ""    ""     ""     ""     ""     ""             L0            Schm10b     ""                 ""             80.0        ""         80.0         ""          ""             ""              ABDMG                       0.0                        
  "SDSS J090051.84+520512.1"   135.216          52.0867           ""              Reyl18                           N                                       N                                         N                   Field                        "2MASS J09005184+5205122" 135.216005     52.086746       1999-10-29  16.1    0.108      Cutr03      15.347  0.113      Cutr03      14.619   0.093       Cutr03        000        ""                          ""      ""       ""             16.113  0.012    Schn23b       ""      ""       ""             ""     ""       ""            "CWISE J090051.86+520510.4" 135.216156    52.0868187     14.544 0.016 14.334 0.018 12.828 ""    8.702  ""    ""     ""     ""     ""     ""             L0            Kima19      ""                 ""             80.0        ""         80.0         11.1        1.1            Gaia23          TWA                         0.0                        
  "ULAS J090116.23-030635.0"   135.3175         -3.1091           J0901-0306      Lodi07b                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J090116.22-030635.0"  18.898  0.054    Lawr12         17.889  0.039    WFAU19        18.491  0.131    Lawr12         ""     ""       ""            "CWISE J090116.19-030637.3" 135.3175493   -3.1090912     17.406 0.071 14.608 0.021 11.993 ""    8.393  ""    16.44  0.04   14.53  0.02   Kirk19         ""            ""          T7.5               Lodi07b        ""          97.5       97.5         62.6        2.6            Maro10a         UCL                         0.0                        
  "CFBDS J090139.82+174051.3"  135.4161         17.6815           J0901+1740      Albe11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          19.06   0.03     Albe11         17.98   0.03     Albe11        17.76   0.05     Albe11         ""     ""       ""            "CWISE J090139.76+174050.6" 135.4160757   17.6815239     16.853 0.051 15.847 0.066 12.517 ""    8.759  ""    ""     ""     ""     ""     ""             ""            ""          T3.5               Albe11         ""          93.5       93.5         ""          ""             ""              COL                         0.209                      
  "SDSS J090154.73+381837.5"   135.4781         38.3105           J0901+3818      West08                           N                                       N                                         N                   Field                        "2MASS J09015471+3818377" 135.477996     38.310482       1998-04-09  15.305  0.048      Cutr03      14.573  0.057      Cutr03      14.091   0.05        Cutr03        000        ""                          ""      ""       ""             15.308  0.008    Schn23b       ""      ""       ""             14.132 0.005    Schn23b       "CWISE J090154.77+381836.7" 135.4780739   38.3104773     13.833 0.014 13.604 0.013 12.55  ""    8.609  ""    ""     ""     ""     ""     ""             L0            Schm10b     ""                 ""             80.0        ""         80.0         17.5        0.6            Gaia23          UCL                         0.0                        
  "LP 606-35"                  135.5288         0.5554            J0902+0033      Kirk91                           N                                       N                                         N                   Field                        "2MASS J09020690+0033195" 135.528784     0.555434        2000-01-31  12.106  0.024      Cutr03      11.538  0.023      Cutr03      11.161   0.021       Cutr03        000        "ULAS J090206.69+003318.8"  12.773  0.001    Lawr12         12.393  0.001    WFAU19        11.572  0.001    Lawr12         11.112 0.001    Lawr12        "CWISE J090206.43+003317.9" 135.5288338   0.5554463      10.944 0.01  10.715 0.008 10.427 0.081 8.629  ""    ""     ""     ""     ""     ""             M8            West11      M7.5               Bard14         78.0        77.5       78.0         46.01       0.07           Gaia23          USCO                        0.0                        
  "2MASSI J0902146-064209"     135.5608         -6.7028           J0902-0642      Cruz03                           N                                       N                                         N                   Field                        "2MASS J09021459-0642099" 135.560826     -6.702766       1999-01-28  13.701  0.026      Cutr03      13.077  0.03       Cutr03      12.69    0.033       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J090214.61-064210.6" 135.5608352   -6.7028036     12.43  0.012 12.264 0.009 11.747 0.263 8.975  ""    ""     ""     ""     ""     ""             M7            Cruz03      ""                 ""             77.0        ""         77.0         22.12       0.13           Gaia23          UCL                         0.0                        
  "SDSS J090238.98+301840.3"   135.6625         30.3113           J0902+3018      West08                           N                                       N                                         N                   Field                        "2MASS J09023900+3018407" 135.662522     30.31131        1998-03-22  16.235  0.095      Cutr03      15.443  0.102      Cutr03      15.052   0.14        Cutr03        000        "ULAS J090238.97+301840.6"  17.123  0.012    Lawr12         16.178  0.007    WFAU19        15.535  0.013    Lawr12         15.013 0.013    Lawr12        "CWISE J090238.96+301840.3" 135.662493    30.3113441     14.77  0.017 14.557 0.023 12.564 ""    8.756  ""    ""     ""     ""     ""     ""             L0            Schm10b     ""                 ""             80.0        ""         80.0         5.7         1.3            Gaia23          ARG                         0.0                        
  "WISEA J090258.99+670833.1"  135.7469         67.1431           J0902+6708      Schn17                           N                                       N                                         lowg                VL-G                         "2MASS J09025921+6708355" 135.746722     67.143196       1999-05-12  16.979  0.246      Cutr03      15.089  0.106      Cutr03      14.247   0.108       Cutr03        000        ""                          18.381  0.251    Best21         16.864  0.246    Best21        15.147  0.106    Best21         14.305 0.108    Best21        "CWISE J090258.91+670832.0" 135.7464494   67.1431968     13.192 0.013 12.722 0.009 11.996 0.319 8.863  ""    ""     ""     ""     ""     ""             ""            ""          "L7 (sl. red)"     Schn17         ""          87.0       87.0         ""          ""             ""              ABDMG                       0.192                      
  "PSO J135.7840+16.9932"      135.784          16.9933           J0903+1659      Best15                           N                                       N                                         N                   Field                        "2MASS J09030814+1659358" 135.783953     16.993303       1997-11-16  16.488  0.11       Cutr03      15.783  0.186      Cutr03      15.485   0.186       Cutr03        000        ""                          17.64   0.05     Best21         16.373  0.015    Schn23b       15.798  0.022    Best15         15.201 0.017    Schn23b       "CWISE J090308.18+165935.3" 135.7839993   16.9932193     14.511 0.015 13.99  0.016 12.18  ""    8.911  ""    ""     ""     ""     ""     ""             ""            ""          "T0 pec"           Best15         ""          90.0       90.0         19.0        5.0            Best20          USCO                        0.0                        
  "LP 546-37"                  135.8374         5.6707            J0903+0540      Newt14                           N                                       N                                         N                   Field                        "2MASS J09032096+0540145" 135.837338     5.670706        2000-01-31  10.766  0.024      Cutr03      10.243  0.024      Cutr03      9.832    0.021       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J090320.90+054008.6" 135.8373411   5.6708005      9.653  0.012 9.434  0.008 9.222  0.035 8.587  0.417 ""     ""     ""     ""     ""             ""            ""          M7                 Newt14         ""          77.0       77.0         83.0        12.0           Magn20          UCL                         0.0                        
  "2MASS J09033514-0637336"    135.8966         -6.626            J0903-0637      Cruz03                           "Y: Best18"                             N                                         YMG                 ARG                          "2MASS J09033514-0637336" 135.896433     -6.626023       1999-01-28  13.666  0.028      Cutr03      13.0    0.027      Cutr03      12.629   0.028       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J090335.07-063733.5" 135.8964447   -6.626007      12.356 0.013 12.16  0.009 11.643 ""    8.975  ""    ""     ""     ""     ""     ""             M7            Cruz03      ""                 ""             77.0        ""         77.0         17.9        0.4            Gaia23          ARG                         0.988                      
  "SDSS J090347.55+011446.0"   135.9482         1.2461            J0903+0114      Zhan09                           N                                       N                                         N                   Field                        "2MASS J09034756+0114462" 135.948183     1.246192        2000-01-31  16.449  0.139      Cutr03      15.603  0.128      Cutr03      14.887   0.128       Cutr03        000        "ULAS J090347.54+011446.0"  17.583  0.02     Lawr12         16.373  0.011    WFAU19        15.592  0.009    Lawr12         14.961 0.01     Lawr12        "CWISE J090347.52+011445.9" 135.9481589   1.2461451      14.542 0.016 14.277 0.018 12.751 ""    9.106  ""    ""     ""     ""     ""     ""             L2            Zhan09      ""                 ""             82.0        ""         82.0         ""          ""             ""              ARG                         0.0                        
  "CFBDS J090449.60+165347.0"  136.2065         16.8968           J0904+1653      Albe11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         ""                          19.24   0.03     Albe11         18.02   0.03     Albe11        17.93   0.05     Albe11         17.88  0.04     Albe11        "CWISE J090449.46+165345.7" 136.2065417   16.8968462     17.235 0.07  16.361 0.096 12.339 ""    8.657  0.434 ""     ""     ""     ""     ""             ""            ""          T4                 Albe11         ""          94.0       94.0         ""          ""             ""              ABDMG                       0.0                        
  "SDSS J090509.00+043819.9"   136.2875         4.6389            J0905+0438      West08                           N                                       N                                         N                   Field                        "2MASS J09050899+0438194" 136.287471     4.638732        2000-01-31  16.699  0.181      Cutr03      16.081  0.164      Cutr03      15.742   0.274       Cutr03        000        "ULAS J090508.99+043819.6"  17.493  0.016    Lawr12         16.704  0.014    Lawr12        16.216  0.024    Lawr12         15.723 0.024    Lawr12        "CWISE J090508.98+043819.2" 136.2876109   4.6388357      15.567 0.022 15.322 0.041 11.946 ""    8.391  ""    ""     ""     ""     ""     ""             L0            Schm10b     ""                 ""             80.0        ""         80.0         ""          ""             ""              COL                         0.0                        
  "ULAS J090521.61+100654.9"   136.3401         10.1156           J0905+1006      Maro15                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J090521.61+100654.9"  18.202  0.031    Lawr12         17.082  0.018    Lawr12        16.389  0.021    Lawr12         16.074 0.024    Lawr12        "CWISE J090521.63+100653.5" 136.3400815   10.1155481     15.26  0.019 14.44  0.02  11.818 ""    8.7    ""    ""     ""     ""     ""     ""             ""            ""          T1                 Best15         ""          91.0       91.0         ""          ""             ""              TWA                         0.0                        
  "SDSS J090531.00+195433.0"   136.3792         19.9092           J0905+1954      Schm10b                          N                                       N                                         N                   Field                        "2MASS J09053102+1954334" 136.379267     19.909292       1998-11-06  15.943  0.073      Cutr03      15.101  0.062      Cutr03      14.536   0.062       Cutr03        000        ""                          ""      ""       ""             15.844  0.01     Schn23b       ""      ""       ""             14.555 0.01     Schn23b       "CWISE J090530.97+195432.7" 136.3792535   19.9092725     14.302 0.016 14.103 0.018 12.448 ""    8.543  ""    ""     ""     ""     ""     ""             L0            Schm10b     ""                 ""             80.0        ""         80.0         14.1        1.6            Gaia23          ARG                         0.0                        
  "2MASS J09053247+1339138"    136.3852         13.6538           J0905+1339      Kell17                           N                                       N                                         N                   Field                        "2MASS J09053247+1339138" 136.385301     13.653841       2000-04-02  17.262  0.234      Cutr03      16.34   0.245      Cutr03      15.818   0.234       Cutr03        000        ""                          ""      ""       ""             17.075  0.025    Schn23b       ""      ""       ""             15.758 0.02     Schn23b       "CWISE J090532.43+133913.6" 136.3852539   13.6538105     15.409 0.021 15.185 0.037 12.398 ""    8.238  ""    ""     ""     ""     ""     ""             ""            ""          L1                 Kell17         ""          81.0       81.0         ""          ""             ""              COL                         0.0                        
  "2MASS J09054654+5623117"    136.4439         56.3866           J0905+5623      Reid08b                          N                                       N                                         N                   FLD-G                        "2MASS J09054654+5623117" 136.443932     56.386608       2000-01-06  15.395  0.052      Cutr03      14.284  0.037      Cutr03      13.73    0.037       Cutr03        000        ""                          16.658  0.05     Schn23b;UCS_24 15.323  0.007    Schn23b       14.369  0.037    Best21         13.708 0.037    Best21        "CWISE J090546.56+562313.3" 136.4438773   56.3866004     12.995 0.011 12.69  0.009 12.067 0.308 9.009  ""    ""     ""     12.73  0.02   Kirk21         L5            Reid08b     L6                 Burg10a        85.0        86.0       85.0         41.3        1.1            Gaia23          USCO                        0.0                        
  "PSO J136.5380-14.3267"      136.5389         -14.3272          J0906-1419      Best20                           N                                       N                                         N                   Field                        "2MASS J09060938-1419376" 136.539113     -14.327118      1998-03-25  16.569  0.12       Cutr03      15.953  ""         Cutr03      15.653   ""          Cutr03        000        ""                          17.471  0.055    Best21         16.43   0.02     Best20        16.181  0.055    Best21         16.041 0.056    Best21        "CWISE J090609.08-141935.8" 136.5388544   -14.3269878    15.623 0.026 14.533 0.022 12.048 ""    8.878  ""    ""     ""     ""     ""     ""             ""            ""          T3.5               Best20         ""          93.5       93.5         37.0        4.0            Best20          CARN                        0.07                       
  "PSO J136.5494-06.1944"      136.5493         -6.1944           J0906-0611      Best15                           N                                       N                                         N                   FLD-G                        "2MASS J09061182-0611397" 136.549291     -6.194374       1999-01-28  14.825  0.04       Cutr03      14.13   0.045      Cutr03      13.658   0.045       Cutr03        000        ""                          15.88   0.054    Best21         14.746  0.019    Best15        14.187  0.027    Best15         13.701 0.021    Best15        "CWISE J090611.86-061140.0" 136.5493037   -6.194343      13.265 0.014 12.859 0.01  12.239 0.448 8.839  ""    ""     ""     ""     ""     ""             ""            ""          "L2 pec FLD-G"     Best15         ""          82.0       82.0         30.8        0.5            Gaia23          USCO                        0.0                        
  "WISEPA J090649.36+473538.6" 136.7083         47.5961           J0906+4735      Kirk11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          18.16   0.16       Kirk11      17.81   0.16       Kirk11      18.54    0.34        Kirk11        ""         ""                          ""      ""       ""             17.851  0.041    Schn23b       17.864  0.064    Schn23b;UCS_24 18.494 0.211    Schn23b       "CWISE J090648.98+473533.9" 136.7083125   47.5961314     17.551 0.082 14.609 0.024 11.793 ""    8.651  ""    16.47  0.04   14.55  0.02   Kirk11         ""            ""          T8                 Kirk11         ""          98.0       98.0         47.0        2.9            Kirk21          ABDMG                       0.0                        
  "ULAS J090710.26-022145.7"   136.7927         -2.3626           J0907-0221      Maro15                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J090710.26-022145.7"  19.216  0.075    Lawr12         17.925  0.042    WFAU19        17.012  0.032    Lawr12         16.313 0.038    Lawr12        "CWISE J090710.22-022145.6" 136.792793    -2.3625905     15.777 0.054 15.585 0.077 12.044 ""    8.88   ""    ""     ""     ""     ""     ""             ""            ""          L4:                Maro15         ""          84.0       84.0         ""          ""             ""              ARG                         0.052                      
  "SDSS J090737.68+450935.7"   136.9069         45.1599           J0907+4509      West08                           N                                       N                                         N                   Field                        "2MASS J09073765+4509359" 136.906887     45.159996       1998-04-29  14.411  0.033      Cutr03      13.742  0.04       Cutr03      13.414   0.04        Cutr03        000        ""                          ""      ""       ""             14.347  0.004    Schn23b       ""      ""       ""             ""     ""       ""            "CWISE J090737.77+450935.1" 136.9069458   45.1599461     13.049 0.014 12.769 0.01  11.87  0.245 9.149  ""    ""     ""     ""     ""     ""             L0            West08      ""                 ""             80.0        ""         80.0         26.74       0.27           Gaia23          USCO                        0.0                        
  "SDSS J090757.81+143642.9"   136.991          14.6118           J0907+1436      West11                           N                                       N                                         N                   Field                        "2MASS J09075781+1436424" 136.990884     14.611801       2000-11-20  16.247  0.094      Cutr03      15.819  0.147      Cutr03      15.365   0.15        Cutr03        000        ""                          ""      ""       ""             16.154  0.013    Schn23b       ""      ""       ""             15.254 0.021    Schn23b       "CWISE J090757.79+143643.6" 136.9910431   14.6118412     14.92  0.018 14.558 0.024 12.459 ""    8.813  ""    ""     ""     ""     ""     ""             L0            Kima19      ""                 ""             80.0        ""         80.0         12.4        1.6            Gaia23          USCO                        0.0                        
  "2MASS J09083688+5526401"    137.1536         55.4445           J0908+5526      Kell17                           N                                       N                                         N                   Field                        "2MASS J09083688+5526401" 137.153703     55.444485       1999-12-12  16.459  0.105      Cutr03      15.584  0.127      Cutr03      14.921   0.092       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             14.879 0.01     Schn23b       "CWISE J090836.92+552640.0" 137.153595    55.4445229     14.543 0.014 14.304 0.017 12.163 ""    9.227  ""    ""     ""     ""     ""     ""             ""            ""          L1                 Kell17         ""          81.0       81.0         ""          ""             ""              UMA                         0.0                        
  "2MASSI J0908380+503208"     137.1584         50.5356           J0908+5032      Cruz03                           N                                       N                                         N                   FLD-G                        "2MASS J09083803+5032088" 137.158489     50.535782       1999-03-06  14.549  0.023      Cutr03      13.477  0.027      Cutr03      12.945   0.027       Cutr03        000        ""                          15.486  0.05     Schn23b;UCS_24 14.401  0.004    Schn23b       13.555  0.027    Best21         12.908 0.003    Schn23b       "CWISE J090837.25+503200.0" 137.1585382   50.5357514     12.126 0.012 11.705 0.01  10.748 0.114 9.036  ""    11.67  0.02   11.66  0.01   Patt06         L5            Cruz03      L9:                Knap04         85.0        89.0       85.0         95.9        0.5            Gaia23          CARN                        0.775                      
  "SDSS J090847.02+523230.7"   137.196          52.5419           ""              Kima19                           N                                       N                                         N                   Field                        "2MASS J09084703+5232308" 137.195962     52.541893       1999-03-06  16.329  0.095      Cutr03      15.586  0.119      Cutr03      14.942   0.118       Cutr03        000        ""                          ""      ""       ""             16.185  0.012    Schn23b       ""      ""       ""             ""     ""       ""            "CWISE J090846.97+523230.0" 137.1959534   52.5419769     14.748 0.016 14.438 0.019 12.411 ""    8.854  ""    ""     ""     ""     ""     ""             L0            Kima19      ""                 ""             80.0        ""         80.0         7.1         1.9            Gaia18          UMA                         0.0                        
  "SDSS J090900.73+652527.2"   137.2538         65.4244           J0909+6525      Chiu06                           N                                       N                                         N                   Field                        "2MASS J09090085+6525275" 137.253563     65.424324       2000-01-11  16.034  0.087      Cutr03      15.214  0.151      Cutr03      15.171   0.151       Cutr03        000        ""                          16.995  0.101    Best21         15.908  0.087    Best21        15.296  0.151    Best21         15.201 0.151    Best21        "CWISE J090900.31+652525.8" 137.2537009   65.4243005     14.489 0.015 13.558 0.012 11.044 0.197 8.71   ""    13.84  0.01   13.54  0.02   Kirk21         ""            ""          T1.5               Chiu06         ""          91.5       91.5         64.0        4.0            Kirk21          ARG                         0.0                        
  "SDSS J090948.13+194043.9"   137.4509         19.6786           J0909+1940      Schm10b                          N                                       N                                         N                   Field                        "2MASS J09094822+1940428" 137.450931     19.678574       1998-11-19  14.733  0.032      Cutr03      13.925  0.033      Cutr03      13.44    0.033       Cutr03        000        ""                          15.703  0.05     Schn23b;UCS_24 14.661  0.004    Schn23b       13.994  0.033    Best21         13.411 0.004    Schn23b       "CWISE J090947.97+194045.9" 137.4509107   19.6786438     13.138 0.013 12.949 0.011 11.904 0.368 8.454  ""    ""     ""     ""     ""     ""             L1            Schm10b     M9.9               Bard14         81.0        79.9       81.0         26.8        0.5            Gaia23          UCL                         0.0                        
  "DENIS-P J090957.1-065806"   137.4895         -6.9718           J0909-0658      Delf99b                          N                                       N                                         YMG?                CARN?                        "2MASS J09095749-0658186" 137.489558     -6.971844       1999-01-07  13.89   0.024      Cutr03      13.09   0.026      Cutr03      12.539   0.026       Cutr03        000        ""                          14.902  0.054    Best21         13.81   0.02     Fahe12        13.12   0.02     Fahe12         12.5   0.03     Fahe12        "CWISE J090957.28-065818.2" 137.4895084   -6.9718649     12.237 0.013 11.989 0.009 11.206 0.177 8.354  ""    ""     ""     ""     ""     ""             L0            Kirk08      L0:                Maro13         80.0        80.0       80.0         40.56       0.24           Gaia23          CARN                        0.995                      
  "CWISE J091105.02+214645.1"  137.7715         21.7823           J0911+2146      Kirk21                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          17.94   0.13       Kirk21      ""      ""         ""          17.92    ""          Kirk21        ""         ""                          ""      ""       ""             17.48   0.01     Kirk21        17.88   0.05     Kirk21         18.198 0.156    Schn23b       "CWISE J091105.02+214645.1" 137.7714502   21.7823433     17.39  0.071 14.613 0.021 12.157 ""    8.67   ""    16.11  0.03   14.55  0.02   Kirk21         ""            ""          T9                 Kirk21         ""          99.0       99.0         ""          ""             ""              ABDMG                       0.0                        
  "2MASS J09111297+7401081"    137.804          74.0189           J0911+7401      Reid08b                          N                                       N                                         N                   Field                        "2MASS J09111297+7401081" 137.804082     74.018929       2000-03-24  12.921  0.027      Cutr03      12.205  0.026      Cutr03      11.748   0.026       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J091112.25+740105.7" 137.8042323   74.0189583     11.264 0.01  11.008 0.008 10.559 0.076 8.908  ""    ""     ""     ""     ""     ""             L0            Reid08b     ""                 ""             80.0        ""         80.0         40.23       0.13           Gaia23          ARG                         0.0                        
  "SDSS J091128.95+320644.7"   137.8707         32.1124           J0911+3206      West08                           N                                       N                                         N                   Field                        "2MASS J09112901+3206447" 137.870879     32.112434       1998-03-24  15.898  0.084      Cutr03      15.219  0.124      Cutr03      14.778   0.124       Cutr03        000        "ULAS J091128.91+320644.7"  16.963  0.013    WFAU19         15.922  0.006    WFAU19        15.354  0.006    WFAU19         14.846 0.008    WFAU19        "CWISE J091128.84+320644.8" 137.8708258   32.112454      14.512 0.015 14.329 0.019 12.514 ""    8.541  ""    ""     ""     ""     ""     ""             L0            West08      ""                 ""             80.0        ""         80.0         16.8        1.5            Gaia23          ARG                         0.0                        
  "SDSS J091130.53+224810.7"   137.8774         22.803            J0911+2248      West11                           N                                       N                                         N                   Field                        "2MASS J09113059+2248111" 137.877473     22.803091       1998-01-12  11.745  0.02       Cutr03      11.12   0.022      Cutr03      10.765   0.019       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J091130.46+224810.3" 137.8775077   22.8030912     10.594 0.012 10.374 0.009 10.062 0.065 8.784  0.481 ""     ""     ""     ""     ""             M7            West11      ""                 ""             77.0        ""         77.0         ""          ""             ""              ARG                         0.0                        
  "SDSS J091136.57+143244.4"   137.9024         14.5458           ""              Reyl18                           N                                       N                                         N                   Field                        "2MASS J09113656+1432450" 137.902366     14.545839       2000-04-03  15.447  0.048      Cutr03      14.751  0.057      Cutr03      14.294   0.054       Cutr03        000        ""                          ""      ""       ""             15.449  0.008    Schn23b       ""      ""       ""             14.156 0.008    Schn23b       "CWISE J091136.59+143243.7" 137.9023743   14.5457926     13.861 0.014 13.599 0.013 12.044 ""    8.643  ""    ""     ""     ""     ""     ""             L0            Kima19      ""                 ""             80.0        ""         80.0         14.9        0.8            Gaia23          UCL                         0.0                        
  "SDSS J091206.36+420330.6"   138.0266         42.0585           J0912+4203      West08                           N                                       N                                         N                   Field                        "2MASS J09120640+4203304" 138.026677     42.058472       1998-05-01  15.986  0.091      Cutr03      15.376  0.125      Cutr03      14.934   0.125       Cutr03        000        ""                          ""      ""       ""             15.945  0.009    Schn23b       ""      ""       ""             14.891 0.013    Schn23b       "CWISE J091206.17+420331.4" 138.0265845   42.0585422     14.664 0.016 14.425 0.019 12.664 ""    8.527  ""    ""     ""     ""     ""     ""             L0            West08      ""                 ""             80.0        ""         80.0         12.7        1.0            Gaia23          USCO                        0.0                        
